0.626712612,0.0243967925,0
1.116242038,0.0682828478,0
0.415297836,0.0120704427,0
2.578382876,0.5987740206,1
0.457807504,0.0142362594,0
0.322682615,0.0055925588,0
0.334101729,0.0054672874,0
0.506169922,0.0136741985,0
2.447013102,0.6209324691,1
0.751794712,0.028573028,0
0.60398455,0.0334227065,0
0.457777269,0.0170092674,0
0.503478686,0.0150990382,0
0.499968735,0.0139847408,0
1.060304417,0.065703617,0
1.378108069,0.1252060394,0
0.612811436,0.0254344835,0
1.648870114,0.1852447771,0
1.448798048,0.168346518,0
1.205132944,0.0778497129,0
1.330258947,0.1267362056,0
1.186472779,0.1186516856,0
0.848105841,0.049934417,0
0.810520721,0.0369703754,0
0.996741206,0.0370255888,0
1.539181384,0.1553536404,1
0.42239333,0.013679207,0
0.336199388,0.0086472433,0
0.655324275,0.0376411958,0
3.662439408,1.458371211,1
0.616676285,0.0213558485,0
0.419077305,0.0089522097,0
1.005226289,0.0535011887,0
0.985941346,0.0415383417,0
0.594863152,0.0186667143,0
3.827972404,0.6137311046,1
0.597569631,0.0215279417,0
0.578434147,0.0309082021,0
0.449571096,0.0126606553,0
0.61209827,0.0317788831,0
0.604385665,0.0247820949,0
1.600705105,0.0914801579,0
0.933322905,0.0432169329,0
0.770011042,0.040950804,0
0.680191981,0.0260590807,0
3.400383136,1.1560113207,1
0.294852007,0.002974529,0
0.380521837,0.0069052429,0
0.613330565,0.0161368518,0
0.95998555,0.0387730396,0
0.770414245,0.0239813314,0
0.57079357,0.0116036844,0
0.878085892,0.0364599917,0
0.762863775,0.0338680497,0
0.550983415,0.0201460102,0
0.6103386,0.0197593022,0
0.272713466,0.0042346817,0
0.43673448,0.0121136872,0
0.466418822,0.0092379706,0
0.456437457,0.0092667877,0
0.516720541,0.0165131447,0
2.427878263,0.5104610883,1
0.331496015,0.0069030195,0
0.540989391,0.0200387329,0
0.4545043,0.0160504106,0
0.597024974,0.027350205,0
0.470474542,0.0131347008,0
0.591697079,0.0257105715,0
1.166434752,0.1186938409,0
0.674786905,0.0193503973,0
0.516812166,0.0114689667,0
0.690343579,0.0270264517,0
1.278032508,0.1287204592,0
2.505231609,0.6164935056,0
0.422712277,0.0113858954,1
0.39228354,0.0092070534,0
0.577525265,0.0301978345,0
0.332919782,0.0069958364,0
0.648065157,0.0333356523,0
0.499033457,0.0225774252,0
0.314338943,0.0074272057,0
0.398436095,0.0064979661,0
2.735577577,0.7908959819,1
0.3145623,0.0057813127,0
0.601609841,0.0245136624,0
0.842871909,0.0322695933,0
0.724198412,0.0347534507,0
0.352273987,0.0094464401,0
0.410170715,0.0077390576,0
2.428046203,0.6175239572,1
0.626692498,0.0194011855,0
0.836575167,0.0370614533,0
0.941750669,0.0673479585,0
0.433114907,0.0141406581,0
1.55858959,0.1599636045,0
3.266625848,0.5870449761,1
0.517499418,0.0182836092,0
0.858651572,0.0303256649,0
0.774583585,0.031699802,0
0.460466012,0.00888639,0
0.387713785,0.010888555,0
0.639122619,0.0227269594,0
1.627832779,0.2245474325,0
2.09378691,0.4553174427,0
0.585344358,0.0137613103,0
3.058756551,0.8145075893,1
0.602048817,0.0173112271,0
0.616718772,0.0171903978,0
0.836686143,0.0442406681,0
0.584030127,0.0136452411,0
0.726561148,0.049543777,0
0.895224773,0.0566105724,0
0.486094122,0.0168164269,0
0.552312869,0.0241112343,0
0.247635955,0.0027578913,0
3.355268713,1.2455889226,1
0.513553142,0.0125261022,0
0.378369444,0.0093850375,0
0.513679799,0.0127513494,0
3.038242195,1.0095783589,1
0.50720905,0.0150781137,0
1.296590097,0.1645197248,0
0.822530978,0.0254794601,0
0.552578795,0.0203567542,0
3.8884049984,1.5768597683,1
0.577164777,0.0140396589,0
0.775219168,0.0268315966,0
0.535859375,0.0152005867,0
2.067252816,0.1609308998,0
1.903244045,0.3277571897,1
0.769665419,0.0230020386,0
0.446072573,0.0104350145,0
0.500538491,0.0133432735,0
2.383399053,0.5328609511,1
1.015222146,0.0578193493,0
0.57606306,0.0259585964,0
0.470768619,0.0141050429,0
0.357938752,0.0069379548,0
2.527741076,0.4236062998,1
0.62774065,0.0276576953,0
0.768517167,0.0424783132,0
0.32726014,0.0049103015,0
0.682591255,0.0490032527,0
0.64399858,0.014202102,0
0.677260753,0.0192359487,0
0.303654155,0.0073969947,0
0.23919888,0.0028893398,0
0.284409592,0.0051473448,0
0.54724058,0.0208948362,0
3.459212952,1.3581072626,1
0.672171649,0.0209956758,0
1.378771053,0.154761433,0
0.8176193,0.0540000998,0
0.581972355,0.0269861457,0
0.716843562,0.0247758708,0
0.731823601,0.0221156187,0
0.80067237,0.0309013233,0
1.157955809,0.0953737884,0
0.649665793,0.0259359961,0
0.76220018,0.0261587422,0
0.676812306,0.0283179554,0
0.8024621446,0.0355899658,0
3.44980528,1.0795587956,1
0.418499185,0.0118167026,0
0.350792215,0.0059823848,0
0.61515148,0.0219119664,0
0.747435804,0.0351084918,0
0.388550125,0.0043954434,0
0.379747444,0.0113590016,0
0.779373592,0.0309915366,0
0.587944232,0.0218532341,0
0.8748256,0.0449032767,0
0.847906222,0.0322615948,0
2.716468394,0.5161565927,1
0.636142414,0.0181163401,0
1.385343205,0.0456404222,0
0.771994671,0.0312722091,0
0.264835775,0.0048727848,0
0.526555838,0.0173968017,0
0.527200487,0.0127998072,0
0.544236276,0.027140101,0
0.705697429,0.0256477284,0
0.319701799,0.003737424,0
2.907928468,0.8495971047,1
0.355841259,0.0056148007,0
0.623059991,0.0159994352,0
